ID;Character;FR;EN;Sound;Anim;Player Choice ?;Timer ? (en sec);;;;;;;;;;;;;;
PLAYER;Player;Medhiv ! Arrête de coupe la parole à vos camarades !;Medhiv! Stop interrupting your comrades!;;;;;;;;;;;;;;;;;;
MED_ANGRY;Medhiv;Ils ne sont rien sans moi !;They are nothing without me!;;;;;;;;;;;;;;;;;;
MED_COMEOUT;Medhiv;;;;;;;;;;;;;;;;;;;;
SYR_BOTHER;Syrdon;Excuse le, l'ogre de glace l'a un peu tendu, c'était pas de tout repos.;Excuse him, the ice ogre made him a little tense, it was not easy.;;;;;;;;;;;;;;;;;;
PLAYER;Player;Je comprends... Mais ce n'est pas une raison pour être aussi désagréable, surtout envers ses propres compagnons d'aventure.;I understand... But that's no reason to be so unpleasant, especially to your own adventure companions.;;;;;;;;;;;;;;;;;;
DIY_BOTHER;Diya;Il a toujours été comme ça, il reviendra dans pas longtemps, ne fais pas attention à lui.;He's always been like that, he'll be back in no time, don't mind him.;;;;;;;;;;;;;;;;;;
PLAYER;Player;*Deux heures plus tard*;*Two hours later*;;;;;;;;;;;;;;;;;;
MED_COMEIN;Medhiv;;;;;;;;;;;;;;;;;;;;
MED_SKYEYES;Medhiv;Bon, j'ai rélféchi, et j'ai trouver un moyen de nous départager ... Et si on faisait un concours de boisson ?;Well, I've been thinking about it, and I've come up with a way to break the tie... How about a drinking contest?;;;;;;;;;;;;;;;;;;
SYR_BOTHER;Syrdon;Je ne tiens pas l'alcool, tu le sais très bien Medhiv.;I can't hold my liquor, you know that very well Medhiv.;;;;;;;;;;;;;;;;;;
DIY_HYPE;Diya;Je suis pour ! Je vais t'humilier !;I'm in! I'll humiliate you!;;;;;;;;;;;;;;;;;;
SYR_BOTHER;Syrdon;Oh non ... pas ça ...;Oh no ... not that ...;;;8;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
